alpha,t,t_norm,D1_t,D1_k,D2_t,D2_k,D3_t,D3_k,D4_t,D4_k,AE08_t,AE08_k,AE09_t,AE09_k,AE1_t,AE1_k,AE15_t,AE15_k,AE2_t,AE2_k,AE3_t,AE3_k,R1_t,R1_k,R2_t,R2_k,R3_t,R3_k
0.1,1.08358433836208,0.05245242,0.013507761,0.009228630985120882,0.00911935,0.004776311104477165,0.008130532,0.0010738264719980216,0.005208954,0.001099113869344409,0.028909508,0.055396795108679446,0.040770933,0.07572230445190091,0.056940123,0.09723333194081293,0.14441362,0.20586817079149802,0.23240012,0.2995547595908851,0.3680973,0.4358762874734729,0.108463526,0.09228630985120881,0.08532622,0.04735829056652417,0.07506401,0.031848573454407524
0.11190476190476191,1.2172330210182134,0.058921874,0.016113814,0.010287821247641027,0.011994816,0.005347301886960517,0.008537762,0.001203955925803609,0.0081519075,0.0012359137994722871,0.032207415,0.05722439812666884,0.046297856,0.07693815962297738,0.06203929,0.09749677307827713,0.1576338,0.1983972216742832,0.24312048,0.2830142207075595,0.37791982,0.4037206189016387,0.13341558,0.09193372178743045,0.09552795,0.047330255020088655,0.083034925,0.0318645087917814
0.12380952380952381,1.3518979050564914,0.06544051,0.020531617,0.01133872471331369,0.012028754,0.005918993557674072,0.011500446,0.0013346447643799234,0.009241991,0.0013741288300610167,0.034312345,0.05894941507542362,0.051878966,0.07808067648524378,0.07153908,0.09776757003182134,0.17294411,0.1919325274877687,0.2565718,0.2689214616254389,0.3887915,0.37679258158766793,0.1478231,0.09158200729984134,0.108714834,0.047303522751872405,0.09371797,0.03188172256383428
0.13571428571428573,1.48656278909477,0.07195916,0.026212888,0.012389902049246433,0.01611308,0.006495919366077182,0.013946302,0.0014669256945471951,0.007872269,0.0015148498828858163,0.03910388,0.06063268082585126,0.056855172,0.07921913588404478,0.07760877,0.09811349919593941,0.17905225,0.18639092237236546,0.26665008,0.2569051164997379,0.4002158,0.3540957791490021,0.14980212,0.09129401509971054,0.12026525,0.04731069573015396,0.10134579,0.031922226155286705
0.14761904761904762,1.621227673133048,0.0784778,0.030838102,0.013441285009552334,0.019040149,0.007078149382023416,0.01768798,0.001600828530020012,0.009451963,0.0016581429216684016,0.045863032,0.062281775006501526,0.064395614,0.08035351351491929,0.08541423,0.09851899737687611,0.19487353,0.181578874370432,0.28556585,0.24651195593501357,0.42227608,0.3346652777180199,0.16294111,0.09105386619374162,0.12658402,0.04734387760088302,0.112029135,0.031980774457091396
0.1595238095238095,1.7558925571713258,0.08499644,0.03546334,0.014492826284305312,0.024728216,0.007665767629169364,0.018803738,0.0017363868040412246,0.012877913,0.001804079401970588,0.050943237,0.06390319761768934,0.06969552,0.08148466131722659,0.09237108,0.09897339881893498,0.19905008,0.17735618717332363,0.29715604,0.2374161583073702,0.42792267,0.3178148624177709,0.18922907,0.09085055282698853,0.13863617,0.04739761227028478,0.12098271,0.03205375071200205
0.17142857142857143,1.8915304984386152,0.09156219,0.040834147,0.015536495513183248,0.028253226,0.008254619917058852,0.023579095,0.001872673157931904,0.016611893,0.0019517310774282192,0.0561398,0.0654688580907506,0.0780852,0.08257135662597356,0.10040044,0.0994180277072823,0.21587564,0.17352909936632072,0.3099036,0.2292587380631783,0.43547404,0.3028861970139516,0.20379187,0.09062955716023562,0.14749733,0.047443596728299224,0.131181,0.03212205450442529
0.18333333333333335,2.027214666943884,0.09813017,0.04693322,0.016579946691970892,0.03281547,0.008848849574149583,0.027705863,0.0020106401830136313,0.019190675,0.002102124412469228,0.061184056,0.06701879096931646,0.083557524,0.0836602617409567,0.107588366,0.09990272239732184,0.22494632,0.17011853556841083,0.31567076,0.22199275027677995,0.45471224,0.28968496002383703,0.21719308,0.09043607286529574,0.1571809,0.04750551949691568,0.13979493,0.03220173991950667
0.19523809523809524,2.1628988354491523,0.10469815,0.05256463,0.017623530609689332,0.035451427,0.009448761344437138,0.03031976,0.0021503732869089243,0.023266345,0.0022553902336851692,0.06402713,0.06855838886435382,0.09083076,0.08475414703374962,0.1145782,0.10042486141026061,0.2388308,0.1670636985281074,0.32917303,0.21547779222194102,0.46367833,0.2779220102865753,0.22627254,0.09026686409840878,0.16694488,0.047581870759835165,0.14940362,0.032291836459766646
0.20714285714285713,2.2985830039544206,0.111266136,0.059419375,0.01866722375980683,0.04025241,0.010054465948524362,0.03456593,0.002291914662381799,0.027878981,0.0024116166157903624,0.071847886,0.07009101006763932,0.09748311,0.08585385834206749,0.12292862,0.10098056972389094,0.24738482,0.16431295801613366,0.34977618,0.2095988100634771,0.475137,0.2673657738893117,0.24752343,0.09011763194389505,0.18098043,0.04767056062560933,0.16025214,0.032390976287051086
0.21904761904761905,2.434325641751165,0.117836945,0.06736529,0.01971053444432128,0.045356903,0.0106658249120481,0.038823828,0.0024352503751560233,0.030523185,0.002570834640588409,0.075181045,0.07161799634014648,0.10402496,0.08695828422525818,0.13073762,0.10156451489185894,0.25911885,0.16182108463071251,0.35522732,0.2042592168283769,0.48684502,0.2578268941563093,0.26142454,0.08998287463711888,0.19314533,0.047768834340426225,0.16901115,0.032497334053578505
0.23095238095238094,2.570141446874084,0.1244113,0.07434266,0.02075333337487976,0.052729703,0.011282896393861992,0.04582414,0.0025804118923629564,0.029012423,0.0027331250693437507,0.08280587,0.07314191278883808,0.1121804,0.08806823164089671,0.13868597,0.10217429409348099,0.26930442,0.15955438912014408,0.37699905,0.19938492089209914,0.49931934,0.2491585903613952,0.2703962,0.08985979399432475,0.2039791,0.047875341151869484,0.18006435,0.0326100331456283
