Time,Alpha,Smoothed_Alpha
0.0020000000949949,0,-0.0169094678972336
0.616999983787537,0.0113237319704921,0.0256276817140157
1.17900002002716,0.0504739187858602,0.0643431487257365
1.65600001811981,0.0905020602945921,0.0969132055176835
2.13199996948242,0.137552635955796,0.129212590252466
2.60899996757507,0.181004172910679,0.162082312118045
3.1010000705719,0.201896041393916,0.19478236599472
3.63899993896485,0.222787857555658,0.22787422247744
4.07000017166138,0.262815999064387,0.251837659733612
4.60799980163574,0.291608099428971,0.278357480934648
5.11600017547608,0.30205403367059,0.301802376238194
5.60799980163574,0.324613754463731,0.322987202294096
6.09999990463257,0.343837770637064,0.342398531797565
6.5920000076294,0.363851789069933,0.359926024300095
7.06899976730347,0.382988009773931,0.376513386354348
7.57600021362305,0.394311741744421,0.394156069329562
8.06799983978272,0.405547730567072,0.410866270117264
8.5600004196167,0.422138301232292,0.426912514908718
9.00599956512451,0.445663615223641,0.441128970283122
9.54399967193604,0.463922038198766,0.458400121544408
10.0209999084473,0.475245770169257,0.474032796444868
10.5290002822876,0.485691704410876,0.490511115202996
10.9739999771118,0.505705722843745,0.504225522764915
11.4309997558594,0.515273859356492,0.517646785773328
11.8599996566773,0.535287903950108,0.529743674797453
12.3030004501343,0.547489433649472,0.541568364574628
12.7600002288818,0.556179746272598,0.552986982209305
13.2030000686646,0.563992261166852,0.563254790253157
13.6180000305176,0.576193790866215,0.572626220878436
14.0609998703003,0.576193790866215,0.582365847672494
14.5310001373291,0.586639725107834,0.592407666973402
14.9879999160767,0.605775971972579,0.60192847113941
15.4029998779297,0.614466284595705,0.610557032899619
15.8739995956421,0.625790016566196,0.620520965801487
16.30299949646,0.626667814295067,0.629721843038767
16.7320003509522,0.636235924647066,0.638805429662815
17.1749992370606,0.644926237270192,0.648254299307202
17.6450004577637,0.657127793130303,0.658859576656019
18.0599994659424,0.667573727371922,0.669013199163572
18.5170001983643,0.678019635452793,0.680333487686911
18.9459991455078,0.693644639080553,0.690385192053868
19.3889999389648,0.706723992669537,0.70020466359968
19.8040008544922,0.716292129182283,0.708816828229583
20.2029991149902,0.716292129182283,0.71652709738976
20.6140003204346,0.716292129182283,0.72372565117265
21,0.732004902118631,0.729887272368996
21.423999786377,0.735428362966654,0.736338535771514
21.82200050354,0.746752094937145,0.742608970359025
22.2080001831055,0.74762990574639,0.749062399934513
22.5939998626709,0.758075826907635,0.755561497444383
23.0049991607666,0.756320218369516,0.762431518392792
23.378999710083,0.768521761149254,0.768955482074475
23.7779998779297,0.777212060692006,0.776175333796352
24.1889991760254,0.782478925547484,0.783698481318885
24.5750007629395,0.786780184124378,0.790541945995032
24.9489994049072,0.806794228717996,0.796829164647619
25.3969993591309,0.806794228717996,0.803506466901622
25.7709999084473,0.807672039527242,0.808594253426843
26.2070007324219,0.816362352150368,0.813979250021148
26.568000793457,0.818117973768861,0.818002100317301
27.003999710083,0.818117973768861,0.822982467933297
27.3649997711182,0.827686084120859,0.827598579607064
27.7740001678467,0.828563894930106,0.832877581216654
28.121000289917,0.838132018362478,0.837458632631495
28.4570007324219,0.848577939523722,0.841891868834051
28.8500003814697,0.848577939523722,0.84692602185709
29.2080001831055,0.848577939523722,0.851097401644875
29.5669994354248,0.858146056415908,0.854911856069864
29.9150009155273,0.858146056415908,0.858180886308673
30.2509994506836,0.858146056415908,0.861215011585539
30.6319999694824,0.866836369039034,0.864763248987659
30.9909992218018,0.869469794926585,0.868063635851444
31.3610000610352,0.86771417984828,0.871500062246
31.7199993133545,0.877282296740465,0.875016753861931
32.0330009460449,0.879037911818771,0.878232904343028
32.4259986877441,0.877282296740465,0.882367816483155
32.7849998474121,0.888606035251143,0.886032195074032
33.1549987792969,0.888606035251143,0.889620505095348
33.5019989013672,0.897384123723044,0.892917645372452
33.8720016479492,0.898174152143329,0.89666310628589
34.2080001831055,0.897384123723044,0.900190873225181
34.5670013427734,0.898174152143329,0.903964832032689
34.9029998779297,0.909497887383913,0.90779494931189
35.2360000610352,0.909497887383913,0.911856514783838
35.5690002441406,0.919066007546192,0.916089485797687
35.8720016479492,0.919066007546192,0.919636482100498
36.2050018310547,0.928634124438377,0.922922996304009
36.5279998779297,0.928634124438377,0.925418393595314
36.8610000610352,0.928634124438377,0.927716531262353
37.1629981994629,0.928634124438377,0.929607562399843
37.5060005187988,0.928634124438377,0.931527535768942
37.8289985656738,0.928634124438377,0.933110730459297
38.1520004272461,0.939080052139809,0.934615846228351
38.4749984741211,0.939080052139809,0.936213389633273
38.7980003356934,0.939080052139809,0.938036859963104
39.1209983825684,0.939080052139809,0.939971102177346
39.4230003356934,0.939080052139809,0.941616550648931
39.765998840332,0.939080052139809,0.943203388110458
40.0890007019043,0.94864817046266,0.944678385166281
40.4020004272461,0.94864817046266,0.946435265588356
40.7350006103516,0.94864817046266,0.948685837980752
41.0579986572266,0.94864817046266,0.950909023606888
41.4029998779297,0.94864817046266,0.952970006054238
41.7249984741211,0.958304069948189,0.954538456474973
42.0909996032715,0.959971906725149,0.956124273442197
42.4570007324219,0.958304069948189,0.957952846878899
42.8120002746582,0.959971906725149,0.959866440445341
43.1679992675781,0.958304069948189,0.961586135066551
43.5009994506836,0.958304069948189,0.962904690887534
43.8450012207031,0.969540026069905,0.964217707656673
44.2330017089844,0.967872188475421,0.965714719111953
44.5550003051758,0.967872188475421,0.966793124560161
44.9539985656738,0.967872188475421,0.967753864511312
45.2760009765625,0.969540026069905,0.968191440439547
45.6759986877441,0.967872188475421,0.96848178661766
46.0200004577637,0.967872188475421,0.969164690440158
