Time,Alpha,Smoothed_Alpha
0.0020000000949949,0,-0.00255068219911123
0.490000009536743,0.034258665077847,0.0535601487458021
0.976000010967255,0.102856221679544,0.108761449112973
1.51199996471405,0.180198974976091,0.168822663108316
1.99899995326996,0.247753539958304,0.22296456125933
2.51900005340576,0.29476892727229,0.28116519388085
3.07200002670288,0.339858784239314,0.334651228163118
3.55900001525879,0.376042997597162,0.375841929831083
4.09600019454956,0.427952502979035,0.417342058592745
4.61499977111816,0.461328617374045,0.454592961768534
5.13500022888184,0.485799088159878,0.488881130572275
5.65500020980835,0.532814499384584,0.519514387110221
6.15899991989136,0.554316454181654,0.545186579592679
6.69500017166138,0.577824135883286,0.569519464823457
7.19899988174439,0.589618098923624,0.589167582834426
7.73500013351441,0.611120005899251,0.606386155676893
8.23900032043457,0.624839547107991,0.620621425482364
8.77499961853028,0.635590524506526,0.634417942575983
9.29500007629395,0.647384487546864,0.646608827687675
9.78299999237061,0.658135417123957,0.657354358012186
10.3509998321533,0.669929380164295,0.669348436548991
10.871000289917,0.679717568478628,0.680207243739967
11.3879995346069,0.691431334961364,0.690952528175963
11.996000289917,0.702262508917501,0.703202501337677
12.5500001907349,0.715901805747198,0.713302516432355
13.1040000915527,0.726732979703335,0.72193793600646
13.6759996414185,0.737483957101869,0.729829985325416
14.2659997940064,0.737483957101869,0.736945519405674
14.8549995422363,0.737483957101869,0.743737462455565
15.4099998474121,0.749277920142207,0.749977594970099
15.9989995956421,0.751203450489168,0.756886652744324
16.5359992980957,0.770779827117835,0.763306564922896
17.125,0.770779827117835,0.769875397695453
17.7150001525879,0.78153080451637,0.775413713777623
18.2870006561279,0.78153080451637,0.78022857021924
18.7880001068115,0.78153080451637,0.784373885095458
19.3600006103516,0.78153080451637,0.789353175711989
19.9489994049072,0.794287556640908,0.794954640696015
20.5750007629395,0.805038486218003,0.801380943242951
21.1469993591309,0.80704430876545,0.807806900448067
21.6650009155273,0.816832497079778,0.813199083989607
22.2369995117188,0.816832497079778,0.818343743437172
22.8990001678467,0.828546167919637,0.823636177692902
23.5279998779297,0.828546167919637,0.828342329898697
24.136999130249,0.828546167919637,0.832819029422411
24.7660007476807,0.839377437518651,0.837227149176874
25.4150009155273,0.839377437518651,0.841344056503168
26.0249996185303,0.849165625832987,0.845006111883826
26.6340007781982,0.851091108358509,0.848658823892674
27.2630004882813,0.851091108358509,0.852122215834684
27.9120006561279,0.851091108358509,0.855335511281275
28.5610008239746,0.861842133578482,0.858573668294565
29.1900005340576,0.861842133578482,0.862067322606376
29.8190002441406,0.861842133578482,0.865732312383051
30.4479999542236,0.872673307534621,0.86948667922488
31.0580005645752,0.874598885703018,0.873061352729004
31.7070007324219,0.872673307534621,0.876636875475717
32.3359985351563,0.88342423711171,0.879639952068577
32.9449996948242,0.885349815280115,0.882545052352403
33.5740013122559,0.88342423711171,0.885596912274887
34.2229995727539,0.88342423711171,0.888463565837595
34.8520011901856,0.896180989236254,0.890622204435182
35.5209999084473,0.895138003594452,0.892738842637028
36.2130012512207,0.895138003594452,0.895432832703897
36.9049987792969,0.896180989236254,0.898282098133679
37.5540008544922,0.895138003594452,0.900616095646195
38.2459983825684,0.906931918813343,0.90292337805385
38.9809989929199,0.908857496981749,0.905279367962699
39.6300010681152,0.908857496981749,0.906945989423856
40.3650016784668,0.908857496981749,0.908410867046041
40.992000579834,0.908857496981749,0.909532756543854
41.7060012817383,0.906931918813343,0.911050937765369
42.4410018920898,0.908857496981749,0.912909345907048
43.1339988708496,0.919688670937888,0.914767362135094
43.8260002136231,0.918645685296077,0.916651731274262
44.4959983825684,0.919688670937888,0.918141892524162
45.1879997253418,0.919688670937888,0.919038641820206
45.859001159668,0.918645685296077,0.919273022706168
46.5940017700195,0.919688670937888,0.919515924927391
47.2859992980957,0.918645685296077,0.920445408898504
47.9780006408691,0.919688670937888,0.921901814604606
48.6479988098145,0.919688670937888,0.923706256546243
49.3979988098145,0.929476859252216,0.925707154126888
50.101001739502,0.93043969615786,0.927530317890865
50.851001739502,0.93043969615786,0.929130577375545
51.484001159668,0.93043969615786,0.929989017006787
52.2109985351563,0.93043969615786,0.930372371499074
53.1479988098145,0.93043969615786,0.930581086179534
53.875,0.93043969615786,0.931261634172676
54.6479988098145,0.93043969615786,0.9326636680901
55.3050003051758,0.93043969615786,0.934283095904817
56.1479988098145,0.937259320661989,0.936532352264697
56.851001739502,0.942153366997711,0.938391723979007
57.6479988098145,0.942153366997711,0.940308331589995
58.3979988098145,0.942153366997711,0.941561620822261
59.125,0.942153366997711,0.941986253932766
59.8979988098145,0.942153366997711,0.941990079902832
60.6479988098145,0.942153366997711,0.942121662911436
61.375,0.942153366997711,0.94291527188837
62.125,0.940227884472197,0.944457611870404
62.8979988098145,0.942153366997711,0.946369903085692
63.6479988098145,0.952984636596733,0.948276443511371
64.3509979248047,0.952984636596733,0.950145301014096
65.004997253418,0.952984636596733,0.951728245216464
65.6800003051758,0.952984636596733,0.952724107487141
66.3550033569336,0.952984636596733,0.952984636596733
67.0510025024414,0.952984636596733,0.952984636596733
67.7050018310547,0.952984636596733,0.952984636596733
68.379997253418,0.952984636596733,0.952984636596733
69.0550003051758,0.952984636596733,0.952984636596733
69.7509994506836,0.952984636596733,0.953229507406644
70.4049987792969,0.952984636596733,0.954135989030312
71.1009979248047,0.952984636596733,0.95575607712691
71.7760009765625,0.952984636596733,0.957618822265094
72.4300003051758,0.963735566173822,0.959424293430832
73.0839996337891,0.964698307436583,0.961188566295478
73.8010025024414,0.963735566173822,0.962770167900074
