alpha,t,t_norm,D1_t,D1_k,D2_t,D2_k,D3_t,D3_k,D4_t,D4_k,AE08_t,AE08_k,AE09_t,AE09_k,AE1_t,AE1_k,AE15_t,AE15_k,AE2_t,AE2_k,AE3_t,AE3_k,R1_t,R1_k,R2_t,R2_k,R3_t,R3_k
0.1,2.1352642644759023,0.051268235,0.013251003,0.004683261068135043,0.009635532,0.002423838582446689,0.008274797,0.000544935615948812,0.005264938,0.0005577682325847719,0.030504018,0.02811225784736846,0.04007354,0.038426861037223634,0.056311294,0.04934308010989304,0.14467964,0.10447209244691343,0.23360983,0.1520153038547536,0.3714366,0.22119450338180527,0.11037578,0.046832610681350424,0.085397385,0.02403295123851185,0.0750344,0.01616222215138362
0.11190476190476191,2.40882071551287,0.057836395,0.016359434,0.00519867487701143,0.011430405,0.0027021157648818663,0.007960357,0.0006083868754950838,0.0083981315,0.0006245359308650104,0.0321903,0.02891681666430851,0.046779998,0.03887863794359582,0.06222527,0.04926738252843809,0.15792604,0.10025472130199208,0.24536233,0.14301365504058725,0.38165334,0.20400939988111744,0.13361931,0.046456243581804266,0.0955202,0.02391707649001957,0.083001494,0.01610187593044812
0.12380952380952381,2.683671303330399,0.06443563,0.02040609,0.0057118761775774175,0.011424445,0.0029816896654714124,0.011540711,0.000672326547115035,0.009374864,0.0006922166229269056,0.03311044,0.029695734587865546,0.05201436,0.039333096730139724,0.07113094,0.04925035824784493,0.1729742,0.09668590244301131,0.2580459,0.1354690345814685,0.39189434,0.18980905040682722,0.14816737,0.04613438451120221,0.10822712,0.02382912289991993,0.093761824,0.016060399755421725
0.13571428571428573,2.959148148975215,0.0710499,0.026165789,0.0062242126516434335,0.015816912,0.0032633013030843377,0.013955168,0.0007369273324946752,0.007391624,0.0007610026107488023,0.038650975,0.03045953854996577,0.056753024,0.03979666230305035,0.07771924,0.04928846737973333,0.17935818,0.09363566657511445,0.26860878,0.12905929926111512,0.40550882,0.1778841688749917,0.15255195,0.04586261953842529,0.11993227,0.02376708304482418,0.101314835,0.016036504817763513
0.14761904761904762,3.2352064622315537,0.07767813,0.030865844,0.006735700943464229,0.01866109,0.0035470044297545734,0.018096026,0.0008022076931124737,0.008687139,0.000830929098962121,0.04648207,0.031210662550030337,0.06401554,0.04026677779754435,0.08542155,0.04936987074591283,0.19488014,0.09099286225542404,0.28755414,0.12353214837619046,0.42608538,0.16770756852994237,0.16478209,0.045628941875080264,0.12657243,0.02372497873506096,0.11181624,0.01602621568773071
0.1595238095238095,3.5122936358045465,0.08433106,0.03590701,0.007245363982547384,0.02500204,0.003832328877018871,0.018247671,0.0008680677021151424,0.01226593,0.0009019091007009795,0.05129481,0.03194697275094036,0.069255844,0.040736431849545535,0.0921981,0.04947953456183871,0.20006496,0.08866525447966658,0.2987764,0.11869089220629135,0.4323629,0.1588844240666578,0.18983662,0.04541869959208808,0.13846505,0.023695374943792626,0.12109378,0.016024554932104074
0.17142857142857143,3.78990464920918,0.09099657,0.040807463,0.007754220177590222,0.028117223,0.004119857033710259,0.02369815,0.0009346457812796652,0.016946573,0.0009741033612748741,0.055866946,0.03267531857363344,0.07758507,0.04121112635065133,0.1003148,0.049619251382004986,0.21607932,0.0866078738647084,0.3113277,0.11442237608023702,0.44050336,0.15116962885267426,0.20477305,0.045232951035942964,0.14759463,0.02367896252638606,0.13108002,0.016032024916591604
0.18333333333333335,4.068113317815611,0.09767643,0.047063775,0.008262088217630756,0.033104315,0.004409542272025091,0.027914973,0.0010019384787296418,0.019349916,0.001047526729905995,0.061559595,0.03339667934490969,0.0828316,0.041689426127563635,0.10724326,0.049783338931232206,0.22557288,0.08477315243727646,0.31914386,0.11062301468975377,0.45925784,0.1443552708282726,0.2179474,0.04506593573253139,0.15750715,0.023672862175001273,0.13973188,0.01604671118182828
0.19523809523809524,4.346882399272234,0.104369745,0.05226359,0.008769023481882406,0.03541748,0.004701464873248381,0.030098325,0.0010699714072814502,0.02338348,0.0011222251862019,0.06330274,0.03411292181721025,0.089281075,0.04217152181284552,0.11523306,0.04996887328508377,0.23883352,0.0831266746606185,0.3311018,0.10721630425060936,0.46860945,0.13828696918397462,0.22738102,0.04491451051695866,0.16699326,0.023675536488442797,0.14942452,0.016067601802394565
0.20714285714285713,4.62594943814198,0.111070216,0.059483103,0.009275536587477326,0.03989151,0.004995952690827321,0.034355607,0.0011388269932281622,0.028821135,0.001198305567156454,0.071296394,0.034827446046661506,0.09690471,0.04265983064619262,0.12282555,0.05017612587443202,0.24797106,0.08164528767029924,0.35144228,0.10414732562543681,0.47955036,0.13285108968850565,0.2489245,0.044778452491269854,0.18116347,0.023686973216684202,0.16031192,0.016094717110615588
0.21904761904761905,4.905764673171156,0.11778865,0.067294836,0.009780709554381189,0.0451658,0.005292567581934886,0.03856512,0.001208413535355006,0.031163825,0.0012756928029002018,0.073089994,0.03553809375633235,0.1040902,0.043150211058818645,0.13072178,0.050398076419236416,0.25967973,0.08029843295314244,0.35749438,0.10135697128087275,0.49256557,0.12793818321743008,0.2621946,0.044651065356957606,0.19297236,0.023703725322864896,0.16888994,0.016125741621446803
0.23095238095238094,5.187267887448788,0.124547616,0.07419539,0.010282677398758171,0.05322156,0.005590349349956748,0.04619354,0.0012785195787971145,0.028125968,0.0013541845481332545,0.08116684,0.03623970568728378,0.11224647,0.043635265655134516,0.13842013,0.050624412263371846,0.26930168,0.07905459239932232,0.37852597,0.09878947071664104,0.50348115,0.12345088663764633,0.2714052,0.04452293306678796,0.20371236,0.02372084905724295,0.18003649,0.016157329752394516
